Iteration,Erreur
134,9.310501e-05
135,9.306291e-05
136,9.302083e-05
137,9.297876e-05
138,9.293671e-05
139,9.289468e-05
140,9.285267e-05
141,9.281067e-05
142,9.276869e-05
143,9.272673e-05
144,9.268479e-05
145,9.264286e-05
146,9.260095e-05
147,9.255905e-05
148,9.251718e-05
149,9.247532e-05
150,9.243348e-05
151,9.239165e-05
152,9.234984e-05
153,9.230805e-05
154,9.226628e-05
155,9.222452e-05
156,9.218278e-05
157,9.214106e-05
158,9.209935e-05
159,9.205766e-05
160,9.201599e-05
161,9.197433e-05
162,9.193270e-05
163,9.189107e-05
164,9.184947e-05
165,9.180788e-05
166,9.176631e-05
167,9.172475e-05
168,9.168322e-05
169,9.164169e-05
170,9.160019e-05
171,9.155870e-05
172,9.151723e-05
173,9.147578e-05
174,9.143434e-05
175,9.139292e-05
176,9.135151e-05
177,9.131012e-05
178,9.126875e-05
179,9.122740e-05
180,9.118606e-05
181,9.114474e-05
182,9.110343e-05
183,9.106214e-05
184,9.102087e-05
185,9.097961e-05
186,9.093837e-05
187,9.089715e-05
188,9.085594e-05
189,9.081475e-05
190,9.077358e-05
191,9.073242e-05
192,9.069128e-05
193,9.065015e-05
194,9.060905e-05
195,9.056795e-05
196,9.052688e-05
197,9.048582e-05
198,9.044477e-05
199,9.040375e-05
200,9.036273e-05
201,9.032174e-05
202,9.028076e-05
203,9.023980e-05
204,9.019885e-05
205,9.015792e-05
206,9.011701e-05
207,9.007611e-05
208,9.003523e-05
209,8.999436e-05
210,8.995351e-05
211,8.991268e-05
212,8.987186e-05
213,8.983106e-05
214,8.979027e-05
215,8.974950e-05
216,8.970875e-05
217,8.966801e-05
218,8.962729e-05
219,8.958658e-05
220,8.954589e-05
221,8.950522e-05
222,8.946456e-05
223,8.942392e-05
224,8.938329e-05
225,8.934268e-05
226,8.930208e-05
227,8.926151e-05
228,8.922094e-05
229,8.918039e-05
230,8.913986e-05
231,8.909935e-05
232,8.905885e-05
233,8.901836e-05
234,8.897789e-05
235,8.893744e-05
236,8.889700e-05
237,8.885658e-05
238,8.881618e-05
239,8.877579e-05
240,8.873541e-05
241,8.869505e-05
242,8.865471e-05
243,8.861438e-05
244,8.857407e-05
245,8.853377e-05
246,8.849349e-05
247,8.845322e-05
248,8.841297e-05
249,8.837274e-05
250,8.833252e-05
251,8.829232e-05
252,8.825213e-05
253,8.821196e-05
254,8.817180e-05
255,8.813166e-05
256,8.809153e-05
257,8.805142e-05
258,8.801133e-05
259,8.797125e-05
260,8.793118e-05
261,8.789113e-05
262,8.785110e-05
263,8.781108e-05
264,8.777108e-05
265,8.773109e-05
266,8.769112e-05
267,8.765116e-05
268,8.761122e-05
269,8.757129e-05
270,8.753138e-05
271,8.749149e-05
272,8.745161e-05
273,8.741174e-05
274,8.737189e-05
275,8.733206e-05
276,8.729224e-05
277,8.725243e-05
278,8.721264e-05
279,8.717287e-05
280,8.713311e-05
281,8.709337e-05
282,8.705364e-05
283,8.701392e-05
284,8.697422e-05
285,8.693454e-05
286,8.689487e-05
287,8.685522e-05
288,8.681558e-05
289,8.677596e-05
290,8.673635e-05
291,8.669676e-05
292,8.665718e-05
293,8.661762e-05
294,8.657807e-05
295,8.653854e-05
296,8.649902e-05
297,8.645952e-05
298,8.642003e-05
299,8.638056e-05
300,8.634110e-05
301,8.630166e-05
302,8.626223e-05
303,8.622281e-05
304,8.618342e-05
305,8.614403e-05
306,8.610467e-05
307,8.606531e-05
308,8.602597e-05
309,8.598665e-05
310,8.594734e-05
311,8.590805e-05
312,8.586877e-05
313,8.582950e-05
314,8.579026e-05
315,8.575102e-05
316,8.571180e-05
317,8.567260e-05
318,8.563341e-05
319,8.559423e-05
320,8.555507e-05
321,8.551592e-05
322,8.547679e-05
323,8.543768e-05
324,8.539858e-05
325,8.535949e-05
326,8.532042e-05
327,8.528136e-05
328,8.524232e-05
329,8.520329e-05
330,8.516428e-05
331,8.512528e-05
332,8.508629e-05
333,8.504732e-05
334,8.500837e-05
335,8.496943e-05
336,8.493050e-05
337,8.489159e-05
338,8.485270e-05
339,8.481382e-05
340,8.477495e-05
341,8.473610e-05
342,8.469726e-05
343,8.465844e-05
344,8.461963e-05
345,8.458083e-05
346,8.454206e-05
347,8.450329e-05
348,8.446454e-05
349,8.442580e-05
350,8.438708e-05
351,8.434838e-05
352,8.430968e-05
353,8.427101e-05
354,8.423234e-05
355,8.419370e-05
356,8.415506e-05
357,8.411644e-05
358,8.407784e-05
359,8.403925e-05
360,8.400067e-05
361,8.396211e-05
362,8.392356e-05
363,8.388503e-05
364,8.384651e-05
365,8.380801e-05
366,8.376952e-05
367,8.373104e-05
368,8.369258e-05
369,8.365413e-05
370,8.361570e-05
371,8.357728e-05
372,8.353888e-05
373,8.350049e-05
374,8.346212e-05
375,8.342376e-05
376,8.338541e-05
377,8.334708e-05
378,8.330876e-05
379,8.327046e-05
380,8.323217e-05
381,8.319390e-05
382,8.315564e-05
383,8.311739e-05
384,8.307916e-05
385,8.304095e-05
386,8.300274e-05
387,8.296455e-05
388,8.292638e-05
389,8.288822e-05
390,8.285007e-05
391,8.281194e-05
392,8.277383e-05
393,8.273572e-05
394,8.269764e-05
395,8.265956e-05
396,8.262150e-05
397,8.258345e-05
398,8.254542e-05
399,8.250741e-05
400,8.246940e-05
401,8.243141e-05
402,8.239344e-05
403,8.235548e-05
404,8.231753e-05
405,8.227960e-05
406,8.224168e-05
407,8.220378e-05
408,8.216589e-05
409,8.212801e-05
410,8.209015e-05
411,8.205230e-05
412,8.201447e-05
413,8.197665e-05
414,8.193884e-05
415,8.190105e-05
416,8.186328e-05
417,8.182551e-05
418,8.178777e-05
419,8.175003e-05
420,8.171231e-05
421,8.167460e-05
422,8.163691e-05
423,8.159923e-05
424,8.156157e-05
425,8.152392e-05
426,8.148628e-05
427,8.144866e-05
428,8.141105e-05
429,8.137346e-05
430,8.133588e-05
431,8.129831e-05
432,8.126076e-05
433,8.122322e-05
434,8.118570e-05
435,8.114819e-05
436,8.111069e-05
437,8.107321e-05
438,8.103574e-05
439,8.099829e-05
440,8.096085e-05
441,8.092343e-05
442,8.088601e-05
443,8.084862e-05
444,8.081123e-05
445,8.077386e-05
446,8.073651e-05
447,8.069916e-05
448,8.066184e-05
449,8.062452e-05
450,8.058722e-05
451,8.054993e-05
452,8.051266e-05
453,8.047540e-05
454,8.043816e-05
455,8.040093e-05
456,8.036371e-05
457,8.032651e-05
458,8.028932e-05
459,8.025215e-05
460,8.021498e-05
461,8.017784e-05
462,8.014070e-05
463,8.010358e-05
464,8.006648e-05
465,8.002939e-05
466,7.999231e-05
467,7.995524e-05
468,7.991819e-05
469,7.988116e-05
470,7.984414e-05
471,7.980713e-05
472,7.977013e-05
473,7.973315e-05
474,7.969618e-05
475,7.965923e-05
476,7.962229e-05
477,7.958537e-05
478,7.954845e-05
479,7.951156e-05
480,7.947467e-05
481,7.943780e-05
482,7.940094e-05
483,7.936410e-05
484,7.932727e-05
485,7.929046e-05
486,7.925365e-05
487,7.921687e-05
488,7.918009e-05
489,7.914333e-05
490,7.910659e-05
491,7.906985e-05
492,7.903313e-05
493,7.899643e-05
494,7.895974e-05
495,7.892306e-05
496,7.888640e-05
497,7.884975e-05
498,7.881311e-05
499,7.877649e-05
500,7.873988e-05
501,7.870328e-05
502,7.866670e-05
503,7.863013e-05
504,7.859358e-05
505,7.855704e-05
506,7.852051e-05
507,7.848400e-05
508,7.844750e-05
509,7.841101e-05
510,7.837454e-05
511,7.833808e-05
512,7.830164e-05
513,7.826520e-05
514,7.822879e-05
515,7.819238e-05
516,7.815599e-05
517,7.811962e-05
518,7.808325e-05
519,7.804690e-05
520,7.801057e-05
521,7.797425e-05
522,7.793794e-05
523,7.790164e-05
524,7.786536e-05
525,7.782909e-05
526,7.779284e-05
527,7.775660e-05
528,7.772037e-05
529,7.768416e-05
530,7.764796e-05
531,7.761178e-05
532,7.757560e-05
533,7.753944e-05
534,7.750330e-05
535,7.746717e-05
536,7.743105e-05
537,7.739495e-05
538,7.735886e-05
539,7.732278e-05
540,7.728671e-05
541,7.725066e-05
542,7.721463e-05
543,7.717861e-05
544,7.714260e-05
545,7.710660e-05
546,7.707062e-05
547,7.703465e-05
548,7.699869e-05
549,7.696275e-05
550,7.692682e-05
551,7.689091e-05
552,7.685501e-05
553,7.681912e-05
554,7.678325e-05
555,7.674739e-05
556,7.671154e-05
557,7.667571e-05
558,7.663989e-05
559,7.660408e-05
560,7.656829e-05
561,7.653251e-05
562,7.649674e-05
563,7.646099e-05
564,7.642525e-05
565,7.638952e-05
566,7.635381e-05
567,7.631811e-05
568,7.628243e-05
569,7.624676e-05
570,7.621110e-05
571,7.617545e-05
572,7.613982e-05
573,7.610420e-05
574,7.606860e-05
575,7.603301e-05
576,7.599743e-05
577,7.596187e-05
578,7.592632e-05
579,7.589078e-05
580,7.585526e-05
581,7.581975e-05
582,7.578425e-05
583,7.574876e-05
584,7.571329e-05
585,7.567784e-05
586,7.564239e-05
587,7.560696e-05
588,7.557155e-05
589,7.553615e-05
590,7.550076e-05
591,7.546538e-05
592,7.543002e-05
593,7.539467e-05
594,7.535933e-05
595,7.532401e-05
596,7.528870e-05
597,7.525340e-05
598,7.521812e-05
599,7.518285e-05
600,7.514760e-05
601,7.511235e-05
602,7.507712e-05
603,7.504191e-05
604,7.500671e-05
605,7.497152e-05
606,7.493634e-05
607,7.490118e-05
608,7.486603e-05
609,7.483089e-05
610,7.479577e-05
611,7.476066e-05
612,7.472557e-05
613,7.469048e-05
614,7.465541e-05
615,7.462036e-05
616,7.458532e-05
617,7.455029e-05
618,7.451527e-05
619,7.448027e-05
620,7.444528e-05
621,7.441030e-05
622,7.437534e-05
623,7.434039e-05
624,7.430546e-05
625,7.427053e-05
626,7.423562e-05
627,7.420073e-05
628,7.416584e-05
629,7.413097e-05
630,7.409612e-05
631,7.406128e-05
632,7.402645e-05
633,7.399163e-05
634,7.395683e-05
635,7.392204e-05
636,7.388726e-05
637,7.385250e-05
638,7.381774e-05
639,7.378301e-05
640,7.374828e-05
641,7.371357e-05
642,7.367888e-05
643,7.364419e-05
644,7.360952e-05
645,7.357486e-05
646,7.354022e-05
647,7.350559e-05
648,7.347097e-05
649,7.343637e-05
650,7.340177e-05
651,7.336720e-05
652,7.333263e-05
653,7.329808e-05
654,7.326354e-05
655,7.322901e-05
656,7.319450e-05
657,7.316000e-05
658,7.312552e-05
659,7.309104e-05
660,7.305658e-05
661,7.302214e-05
662,7.298770e-05
663,7.295328e-05
664,7.291888e-05
665,7.288448e-05
666,7.285010e-05
667,7.281574e-05
668,7.278138e-05
669,7.274704e-05
670,7.271271e-05
671,7.267840e-05
672,7.264410e-05
673,7.260981e-05
674,7.257553e-05
675,7.254127e-05
676,7.250702e-05
677,7.247279e-05
678,7.243856e-05
679,7.240435e-05
680,7.237016e-05
681,7.233597e-05
682,7.230180e-05
683,7.226765e-05
684,7.223350e-05
685,7.219937e-05
686,7.216525e-05
687,7.213115e-05
688,7.209706e-05
689,7.206298e-05
690,7.202891e-05
691,7.199486e-05
692,7.196082e-05
693,7.192680e-05
694,7.189278e-05
695,7.185878e-05
696,7.182480e-05
697,7.179082e-05
698,7.175686e-05
699,7.172292e-05
700,7.168898e-05
701,7.165506e-05
702,7.162115e-05
703,7.158726e-05
704,7.155337e-05
705,7.151950e-05
706,7.148565e-05
707,7.145180e-05
708,7.141797e-05
709,7.138416e-05
710,7.135035e-05
711,7.131656e-05
712,7.128279e-05
713,7.124902e-05
714,7.121527e-05
715,7.118153e-05
716,7.114780e-05
717,7.111409e-05
718,7.108039e-05
719,7.104671e-05
720,7.101303e-05
721,7.097937e-05
722,7.094572e-05
723,7.091209e-05
724,7.087847e-05
725,7.084486e-05
726,7.081126e-05
727,7.077768e-05
728,7.074411e-05
729,7.071055e-05
730,7.067701e-05
731,7.064348e-05
732,7.060996e-05
733,7.057646e-05
734,7.054297e-05
735,7.050949e-05
736,7.047602e-05
737,7.044257e-05
738,7.040913e-05
739,7.037570e-05
740,7.034229e-05
741,7.030889e-05
742,7.027550e-05
743,7.024212e-05
744,7.020876e-05
745,7.017541e-05
746,7.014208e-05
747,7.010875e-05
748,7.007544e-05
749,7.004215e-05
750,7.000886e-05
751,6.997559e-05
752,6.994233e-05
753,6.990909e-05
754,6.987585e-05
755,6.984264e-05
756,6.980943e-05
757,6.977623e-05
758,6.974305e-05
759,6.970989e-05
760,6.967673e-05
761,6.964359e-05
762,6.961046e-05
763,6.957734e-05
764,6.954424e-05
765,6.951115e-05
766,6.947807e-05
767,6.944501e-05
768,6.941195e-05
769,6.937892e-05
770,6.934589e-05
771,6.931288e-05
772,6.927988e-05
773,6.924689e-05
774,6.921391e-05
775,6.918095e-05
776,6.914800e-05
777,6.911507e-05
778,6.908214e-05
779,6.904923e-05
780,6.901634e-05
781,6.898345e-05
782,6.895058e-05
783,6.891772e-05
784,6.888488e-05
785,6.885204e-05
786,6.881922e-05
787,6.878642e-05
788,6.875362e-05
789,6.872084e-05
790,6.868807e-05
791,6.865531e-05
792,6.862257e-05
793,6.858984e-05
794,6.855712e-05
795,6.852442e-05
796,6.849173e-05
797,6.845905e-05
798,6.842638e-05
799,6.839373e-05
800,6.836109e-05
801,6.832846e-05
802,6.829584e-05
803,6.826324e-05
804,6.823065e-05
805,6.819808e-05
806,6.816551e-05
807,6.813296e-05
808,6.810042e-05
809,6.806790e-05
810,6.803538e-05
811,6.800288e-05
812,6.797040e-05
813,6.793792e-05
814,6.790546e-05
815,6.787301e-05
816,6.784058e-05
817,6.780815e-05
818,6.777574e-05
819,6.774335e-05
820,6.771096e-05
821,6.767859e-05
822,6.764623e-05
823,6.761388e-05
824,6.758155e-05
825,6.754923e-05
826,6.751692e-05
827,6.748462e-05
828,6.745234e-05
829,6.742007e-05
830,6.738781e-05
831,6.735557e-05
832,6.732334e-05
833,6.729112e-05
834,6.725891e-05
835,6.722672e-05
836,6.719454e-05
837,6.716237e-05
838,6.713021e-05
839,6.709807e-05
840,6.706594e-05
841,6.703382e-05
842,6.700172e-05
843,6.696962e-05
844,6.693755e-05
845,6.690548e-05
846,6.687343e-05
847,6.684138e-05
848,6.680936e-05
849,6.677734e-05
850,6.674534e-05
851,6.671335e-05
852,6.668137e-05
853,6.664940e-05
854,6.661745e-05
855,6.658551e-05
856,6.655358e-05
857,6.652167e-05
858,6.648977e-05
859,6.645788e-05
860,6.642600e-05
861,6.639414e-05
862,6.636229e-05
863,6.633045e-05
864,6.629862e-05
865,6.626681e-05
866,6.623501e-05
867,6.620322e-05
868,6.617145e-05
869,6.613968e-05
870,6.610793e-05
871,6.607620e-05
872,6.604447e-05
873,6.601276e-05
874,6.598106e-05
875,6.594938e-05
876,6.591770e-05
877,6.588604e-05
878,6.585439e-05
879,6.582275e-05
880,6.579113e-05
881,6.575952e-05
882,6.572792e-05
883,6.569634e-05
884,6.566476e-05
885,6.563320e-05
886,6.560165e-05
887,6.557012e-05
888,6.553860e-05
889,6.550709e-05
890,6.547559e-05
891,6.544410e-05
892,6.541263e-05
893,6.538117e-05
894,6.534973e-05
895,6.531829e-05
896,6.528687e-05
897,6.525546e-05
898,6.522406e-05
899,6.519268e-05
900,6.516131e-05
901,6.512995e-05
902,6.509860e-05
903,6.506727e-05
904,6.503595e-05
905,6.500464e-05
906,6.497334e-05
907,6.494206e-05
908,6.491079e-05
909,6.487953e-05
910,6.484828e-05
911,6.481705e-05
912,6.478583e-05
913,6.475462e-05
914,6.472342e-05
915,6.469224e-05
916,6.466107e-05
917,6.462991e-05
918,6.459877e-05
919,6.456763e-05
920,6.453651e-05
921,6.450540e-05
922,6.447431e-05
923,6.444322e-05
924,6.441215e-05
925,6.438110e-05
926,6.435005e-05
927,6.431902e-05
928,6.428800e-05
929,6.425699e-05
930,6.422599e-05
931,6.419501e-05
932,6.416404e-05
933,6.413308e-05
934,6.410214e-05
935,6.407120e-05
936,6.404028e-05
937,6.400938e-05
938,6.397848e-05
939,6.394760e-05
940,6.391673e-05
941,6.388587e-05
942,6.385502e-05
943,6.382419e-05
944,6.379337e-05
945,6.376256e-05
946,6.373176e-05
947,6.370098e-05
948,6.367021e-05
949,6.363945e-05
950,6.360871e-05
951,6.357797e-05
952,6.354725e-05
953,6.351654e-05
954,6.348585e-05
955,6.345516e-05
956,6.342449e-05
957,6.339383e-05
958,6.336319e-05
959,6.333255e-05
960,6.330193e-05
961,6.327132e-05
962,6.324073e-05
963,6.321014e-05
964,6.317957e-05
965,6.314901e-05
966,6.311847e-05
967,6.308793e-05
968,6.305741e-05
969,6.302690e-05
970,6.299640e-05
971,6.296592e-05
972,6.293545e-05
973,6.290499e-05
974,6.287454e-05
975,6.284410e-05
976,6.281368e-05
977,6.278327e-05
978,6.275287e-05
979,6.272249e-05
980,6.269211e-05
981,6.266175e-05
982,6.263140e-05
983,6.260107e-05
984,6.257074e-05
985,6.254043e-05
986,6.251013e-05
987,6.247985e-05
988,6.244957e-05
989,6.241931e-05
990,6.238906e-05
991,6.235883e-05
992,6.232860e-05
993,6.229839e-05
994,6.226819e-05
995,6.223800e-05
996,6.220783e-05
997,6.217766e-05
998,6.214751e-05
999,6.211737e-05
1000,6.208725e-05
1001,6.205714e-05
1002,6.202703e-05
1003,6.199695e-05
1004,6.196687e-05
1005,6.193681e-05
1006,6.190675e-05
1007,6.187671e-05
1008,6.184669e-05
1009,6.181667e-05
1010,6.178667e-05
1011,6.175668e-05
1012,6.172670e-05
1013,6.169674e-05
1014,6.166678e-05
1015,6.163684e-05
1016,6.160691e-05
1017,6.157700e-05
1018,6.154709e-05
1019,6.151720e-05
1020,6.148732e-05
1021,6.145746e-05
1022,6.142760e-05
1023,6.139776e-05
1024,6.136793e-05
1025,6.133811e-05
1026,6.130831e-05
1027,6.127851e-05
1028,6.124873e-05
1029,6.121896e-05
1030,6.118921e-05
1031,6.115946e-05
1032,6.112973e-05
1033,6.110001e-05
1034,6.107030e-05
1035,6.104061e-05
1036,6.101093e-05
1037,6.098126e-05
1038,6.095160e-05
1039,6.092195e-05
1040,6.089232e-05
1041,6.086270e-05
1042,6.083309e-05
1043,6.080349e-05
1044,6.077391e-05
1045,6.074433e-05
1046,6.071477e-05
1047,6.068523e-05
1048,6.065569e-05
1049,6.062617e-05
1050,6.059666e-05
1051,6.056716e-05
1052,6.053767e-05
1053,6.050820e-05
1054,6.047873e-05
1055,6.044928e-05
1056,6.041985e-05
1057,6.039042e-05
1058,6.036101e-05
1059,6.033161e-05
1060,6.030222e-05
1061,6.027284e-05
1062,6.024348e-05
1063,6.021412e-05
1064,6.018478e-05
1065,6.015546e-05
1066,6.012614e-05
1067,6.009684e-05
1068,6.006755e-05
1069,6.003827e-05
1070,6.000900e-05
1071,5.997974e-05
1072,5.995050e-05
1073,5.992127e-05
1074,5.989205e-05
1075,5.986285e-05
1076,5.983365e-05
1077,5.980447e-05
1078,5.977530e-05
1079,5.974615e-05
1080,5.971700e-05
1081,5.968787e-05
1082,5.965875e-05
1083,5.962964e-05
1084,5.960054e-05
1085,5.957146e-05
1086,5.954239e-05
1087,5.951333e-05
1088,5.948428e-05
1089,5.945524e-05
1090,5.942622e-05
1091,5.939721e-05
1092,5.936821e-05
1093,5.933922e-05
1094,5.931025e-05
1095,5.928128e-05
1096,5.925233e-05
1097,5.922339e-05
1098,5.919447e-05
1099,5.916555e-05
1100,5.913665e-05
1101,5.910776e-05
1102,5.907888e-05
1103,5.905002e-05
1104,5.902117e-05
1105,5.899232e-05
1106,5.896349e-05
1107,5.893468e-05
1108,5.890587e-05
1109,5.887708e-05
1110,5.884830e-05
1111,5.881953e-05
1112,5.879077e-05
1113,5.876203e-05
1114,5.873330e-05
1115,5.870457e-05
1116,5.867587e-05
1117,5.864717e-05
1118,5.861849e-05
1119,5.858981e-05
1120,5.856115e-05
1121,5.853251e-05
1122,5.850387e-05
1123,5.847525e-05
1124,5.844663e-05
1125,5.841804e-05
1126,5.838945e-05
1127,5.836087e-05
1128,5.833231e-05
1129,5.830376e-05
1130,5.827522e-05
1131,5.824669e-05
1132,5.821818e-05
1133,5.818967e-05
1134,5.816118e-05
1135,5.813270e-05
1136,5.810424e-05
1137,5.807578e-05
1138,5.804734e-05
1139,5.801891e-05
1140,5.799049e-05
1141,5.796208e-05
1142,5.793369e-05
1143,5.790530e-05
1144,5.787693e-05
1145,5.784858e-05
1146,5.782023e-05
1147,5.779189e-05
1148,5.776357e-05
1149,5.773526e-05
1150,5.770696e-05
1151,5.767868e-05
1152,5.765040e-05
1153,5.762214e-05
1154,5.759389e-05
1155,5.756565e-05
1156,5.753742e-05
1157,5.750921e-05
1158,5.748101e-05
1159,5.745282e-05
1160,5.742464e-05
1161,5.739647e-05
1162,5.736832e-05
1163,5.734017e-05
1164,5.731204e-05
1165,5.728393e-05
1166,5.725582e-05
1167,5.722772e-05
1168,5.719964e-05
1169,5.717157e-05
1170,5.714351e-05
1171,5.711547e-05
1172,5.708743e-05
1173,5.705941e-05
1174,5.703140e-05
1175,5.700340e-05
1176,5.697541e-05
1177,5.694744e-05
1178,5.691947e-05
1179,5.689152e-05
1180,5.686359e-05
1181,5.683566e-05
1182,5.680774e-05
1183,5.677984e-05
1184,5.675195e-05
1185,5.672407e-05
1186,5.669620e-05
1187,5.666835e-05
1188,5.664050e-05
1189,5.661267e-05
1190,5.658485e-05
1191,5.655704e-05
1192,5.652925e-05
1193,5.650146e-05
1194,5.647369e-05
1195,5.644593e-05
1196,5.641818e-05
1197,5.639045e-05
1198,5.636272e-05
1199,5.633501e-05
1200,5.630731e-05
1201,5.627962e-05
1202,5.625195e-05
1203,5.622428e-05
1204,5.619663e-05
1205,5.616899e-05
1206,5.614136e-05
1207,5.611374e-05
1208,5.608614e-05
1209,5.605854e-05
1210,5.603096e-05
1211,5.600339e-05
1212,5.597583e-05
1213,5.594829e-05
1214,5.592075e-05
1215,5.589323e-05
1216,5.586572e-05
1217,5.583822e-05
1218,5.581074e-05
1219,5.578326e-05
1220,5.575580e-05
1221,5.572835e-05
1222,5.570091e-05
1223,5.567348e-05
1224,5.564607e-05
1225,5.561866e-05
1226,5.559127e-05
1227,5.556389e-05
1228,5.553653e-05
1229,5.550917e-05
1230,5.548182e-05
1231,5.545449e-05
1232,5.542717e-05
1233,5.539986e-05
1234,5.537257e-05
1235,5.534528e-05
1236,5.531801e-05
1237,5.529075e-05
1238,5.526350e-05
1239,5.523626e-05
1240,5.520903e-05
1241,5.518182e-05
1242,5.515462e-05
1243,5.512743e-05
1244,5.510025e-05
1245,5.507308e-05
1246,5.504592e-05
1247,5.501878e-05
1248,5.499165e-05
1249,5.496453e-05
1250,5.493742e-05
1251,5.491033e-05
1252,5.488324e-05
1253,5.485617e-05
1254,5.482911e-05
1255,5.480206e-05
1256,5.477502e-05
1257,5.474800e-05
1258,5.472098e-05
1259,5.469398e-05
1260,5.466699e-05
1261,5.464001e-05
1262,5.461305e-05
1263,5.458609e-05
1264,5.455915e-05
1265,5.453222e-05
1266,5.450530e-05
1267,5.447839e-05
1268,5.445149e-05
1269,5.442461e-05
1270,5.439774e-05
1271,5.437088e-05
1272,5.434403e-05
1273,5.431719e-05
1274,5.429036e-05
1275,5.426355e-05
1276,5.423675e-05
1277,5.420996e-05
1278,5.418318e-05
1279,5.415641e-05
1280,5.412966e-05
1281,5.410291e-05
1282,5.407618e-05
1283,5.404946e-05
1284,5.402275e-05
1285,5.399606e-05
1286,5.396937e-05
1287,5.394270e-05
1288,5.391604e-05
1289,5.388939e-05
1290,5.386275e-05
1291,5.383612e-05
1292,5.380951e-05
1293,5.378290e-05
1294,5.375631e-05
1295,5.372973e-05
1296,5.370317e-05
1297,5.367661e-05
1298,5.365006e-05
1299,5.362353e-05
1300,5.359701e-05
1301,5.357050e-05
1302,5.354400e-05
1303,5.351752e-05
1304,5.349104e-05
1305,5.346458e-05
1306,5.343813e-05
1307,5.341169e-05
1308,5.338526e-05
1309,5.335884e-05
1310,5.333244e-05
1311,5.330605e-05
1312,5.327967e-05
1313,5.325330e-05
1314,5.322694e-05
1315,5.320059e-05
1316,5.317426e-05
1317,5.314793e-05
1318,5.312162e-05
1319,5.309532e-05
1320,5.306904e-05
1321,5.304276e-05
1322,5.301649e-05
1323,5.299024e-05
1324,5.296400e-05
1325,5.293777e-05
1326,5.291155e-05
1327,5.288534e-05
1328,5.285915e-05
1329,5.283297e-05
1330,5.280679e-05
1331,5.278063e-05
1332,5.275448e-05
1333,5.272835e-05
1334,5.270222e-05
1335,5.267611e-05
1336,5.265001e-05
1337,5.262391e-05
1338,5.259784e-05
1339,5.257177e-05
1340,5.254571e-05
1341,5.251967e-05
1342,5.249363e-05
1343,5.246761e-05
1344,5.244160e-05
1345,5.241561e-05
1346,5.238962e-05
1347,5.236364e-05
1348,5.233768e-05
1349,5.231173e-05
1350,5.228579e-05
1351,5.225986e-05
1352,5.223394e-05
1353,5.220804e-05
1354,5.218214e-05
1355,5.215626e-05
1356,5.213039e-05
1357,5.210453e-05
1358,5.207868e-05
1359,5.205284e-05
1360,5.202702e-05
